
Date,Start Time,End Time,Journey/Action,Charge,Credit,Balance,Note
28-Sep-2014,16:44,18:03,"Mornington Crescent to Richmond",.00,,11.20,""
28-Sep-2014,13:22,14:21,"Richmond to Camden Town",.00,,11.20,""
27-Sep-2014,20:34,21:19,"Kings Cross (Piccadilly, Victoria lines) to Richmond",.00,,11.20,""
27-Sep-2014,14:44,15:27,"Richmond to Euston [London Underground]",.00,,11.20,""
27-Sep-2014,12:31,12:32,"Entered and exited Richmond",.00,,11.20,""
25-Sep-2014,16:33,17:07,"Canary Wharf [London Underground] to Richmond",.00,,11.20,""
25-Sep-2014,07:37,08:20,"Richmond to Canary Wharf [London Underground]",.00,,11.20,""
24-Sep-2014,21:26,22:05,"Canary Wharf [London Underground] to Richmond",.00,,11.20,""
24-Sep-2014,19:24,19:47,"North Greenwich to Canary Wharf [London Underground]",.00,,11.20,""
24-Sep-2014,07:33,08:18,"Richmond to North Greenwich",.00,,11.20,""
24-Sep-2014,07:33,,"Season ticket bought",.00,,11.20,""
22-Sep-2014,07:41,08:26,"Canary Wharf [London Underground] to Richmond",5.30,,11.20,""
22-Sep-2014,07:40,,"Topped up, Canary Wharf [London Underground]",,15.00,16.50,""
22-Sep-2014,07:30,,"Bus journey, route D3",1.45,,1.50,""
