
Date,Start Time,End Time,Journey/Action,Charge,Credit,Balance,Note
31-Oct-2014,17:24,18:04,"Canary Wharf [London Underground] to Richmond",.00,,11.20,""
31-Oct-2014,07:18,08:08,"Richmond to Canary Wharf [London Underground]",.00,,11.20,""
30-Oct-2014,17:38,18:10,"Waterloo (platforms 12-19) [National Rail] to Richmond",.00,,11.20,""
30-Oct-2014,17:18,17:37,"Canary Wharf [London Underground] to Waterloo (platforms 12-19) [National Rail]",.00,,11.20,""
30-Oct-2014,07:23,08:05,"Richmond to Canary Wharf [London Underground]",.00,,11.20,""
29-Oct-2014,17:43,18:25,"Canary Wharf [London Underground] to Richmond",.00,,11.20,""
29-Oct-2014,07:20,08:09,"Richmond to Canary Wharf [London Underground]",.00,,11.20,""
29-Oct-2014,07:20,,"Season ticket bought",.00,,11.20,""
28-Oct-2014,17:17,17:53,"Canary Wharf [London Underground] to Richmond",.00,,11.20,""
28-Oct-2014,07:25,08:06,"Richmond to Canary Wharf [London Underground]",.00,,11.20,""
27-Oct-2014,18:00,18:39,"Canary Wharf [London Underground] to Richmond",.00,,11.20,""
