
Date,Start Time,End Time,Journey/Action,Charge,Credit,Balance,Note
26-Apr-2015,17:27,18:25,"Canonbury to Richmond",.00,,14.00,""
26-Apr-2015,13:30,14:27,"Richmond to Canonbury",.00,,14.00,""
25-Apr-2015,22:42,23:48,"Camden Road to Richmond",.00,,14.00,""
25-Apr-2015,22:35,,"Bus journey, route 29",.00,,14.00,""
25-Apr-2015,20:27,,"Bus journey, route 91",.00,,14.00,""
25-Apr-2015,19:04,19:50,"Richmond to Caledonian Road and Barnsbury",.00,,14.00,""
24-Apr-2015,18:29,19:49,"Aldgate East to Richmond",.00,,14.00,""
24-Apr-2015,07:23,08:21,"Richmond to Aldgate East",.00,,14.00,""
23-Apr-2015,18:23,19:21,"Aldgate East to Richmond",.00,,14.00,""
23-Apr-2015,07:30,08:47,"Richmond to Aldgate East",.00,,14.00,""
22-Apr-2015,20:28,20:57,"Waterloo (platforms 12-19) [National Rail] to Richmond",.00,,14.00,""
22-Apr-2015,18:31,18:48,"Aldgate East to Embankment",.00,,14.00,""
22-Apr-2015,07:07,08:18,"Richmond to Aldgate East",.00,,14.00,""
22-Apr-2015,07:07,,"Automated Refund, Richmond",,3.90,14.00,""
22-Apr-2015,07:07,,"Automated Refund, Richmond",,3.90,10.10,""
21-Apr-2015,14:01,14:53,"Aldgate East to Richmond",.00,,6.20,""
21-Apr-2015,07:36,08:40,"Richmond to Aldgate East",.00,,6.20,""
20-Apr-2015,16:31,17:23,"Aldgate East to Richmond",.00,,6.20,""
20-Apr-2015,07:09,08:19,"Richmond to Aldgate East",.00,,6.20,""
20-Apr-2015,07:09,,"Season ticket bought",.00,,6.20,""
