
Date,Start Time,End Time,Journey/Action,Charge,Credit,Balance,Note
26-Oct-2014,23:46,,"Bus journey, route 135",.00,,11.20,""
26-Oct-2014,23:10,23:37,"Tottenham Court Road to Canary Wharf [London Underground]",.00,,11.20,""
26-Oct-2014,20:32,20:55,"Canary Wharf [London Underground] to Tottenham Court Road",.00,,11.20,""
26-Oct-2014,20:20,,"Bus journey, route D7",.00,,11.20,""
26-Oct-2014,16:22,17:00,"Richmond to Canary Wharf [London Underground]",.00,,11.20,""
25-Oct-2014,21:50,22:18,"Waterloo (platforms 12-19) [National Rail] to Richmond",.00,,11.20,""
25-Oct-2014,20:44,21:31,"Catford Bridge [National Rail] to Charing Cross [National Rail]",.00,,11.20,""
25-Oct-2014,13:04,14:37,"Richmond to Catford Bridge [National Rail]",.00,,11.20,""
24-Oct-2014,18:03,18:49,"Canary Wharf [London Underground] to Richmond",.00,,11.20,""
24-Oct-2014,06:52,07:37,"Richmond to Canary Wharf [London Underground]",.00,,11.20,""
23-Oct-2014,17:55,18:40,"Canary Wharf [London Underground] to Richmond",.00,,11.20,""
23-Oct-2014,06:49,07:38,"Richmond to Canary Wharf [London Underground]",.00,,11.20,""
22-Oct-2014,18:33,19:20,"Canary Wharf [London Underground] to Richmond",.00,,11.20,""
22-Oct-2014,07:00,07:50,"Richmond to Canary Wharf [London Underground]",.00,,11.20,""
22-Oct-2014,06:59,,"Season ticket bought",.00,,11.20,""
21-Oct-2014,21:11,21:35,"Waterloo (platforms 12-19) [National Rail] to Richmond",.00,,11.20,""
21-Oct-2014,18:26,18:46,"Canary Wharf [London Underground] to Charing Cross [London Underground]",.00,,11.20,""
21-Oct-2014,06:56,07:40,"Richmond to Canary Wharf [London Underground]",.00,,11.20,""
20-Oct-2014,15:13,15:51,"Oxford Circus to Richmond",.00,,11.20,""
20-Oct-2014,13:59,14:41,"Richmond to Oxford Circus",.00,,11.20,""
20-Oct-2014,12:51,13:37,"Canary Wharf [London Underground] to Richmond",.00,,11.20,""
20-Oct-2014,07:01,07:48,"Richmond to Canary Wharf [London Underground]",.00,,11.20,""
