
Date,Start Time,End Time,Journey/Action,Charge,Credit,Balance,Note
07-Nov-2014,17:43,18:29,"Canary Wharf [London Underground] to Richmond",5.30,,2.00,""
07-Nov-2014,08:05,08:05,"[Unspecified location] to Canary Wharf [London Underground]",1.60,,7.30,"We have recorded a touch in for this journey but are unable to show the location."
07-Nov-2014,07:18,07:49,"Richmond to Waterloo (platforms 12-19) [National Rail]",3.70,,8.90,""
06-Nov-2014,19:42,20:55,"Canary Wharf DLR to Richmond",2.70,,12.60,""
06-Nov-2014,07:59,07:59,"[Unspecified location] to Canary Wharf [London Underground]",1.60,,15.30,"We have recorded a touch in for this journey but are unable to show the location."
06-Nov-2014,07:12,07:41,"Richmond to Waterloo (platforms 12-19) [National Rail]",3.70,,16.90,""
05-Nov-2014,17:35,18:23,"Canary Wharf [London Underground] to Richmond",5.30,,20.60,""
05-Nov-2014,07:12,07:56,"Richmond to Canary Wharf [London Underground]",5.30,,25.90,""
05-Nov-2014,07:11,,"Topped up,  ",,20.00,31.20,""
04-Nov-2014,07:11,07:52,"Richmond to Canary Wharf [London Underground]",.00,,11.20,""
03-Nov-2014,18:01,19:15,"Canary Wharf [London Underground] to Richmond",.00,,11.20,""
03-Nov-2014,07:14,08:02,"Richmond to Canary Wharf [London Underground]",.00,,11.20,""
