
Date,Start Time,End Time,Journey/Action,Charge,Credit,Balance,Note
28-Dec-2014,13:26,14:12,"Richmond to Kings Cross [London Underground / National Rail]",4.10,,10.80,""
27-Dec-2014,16:33,16:59,"Vauxhall [National Rail] to Richmond",2.00,,14.90,""
27-Dec-2014,16:32,,"Topped up,  ",,20.00,16.90,""
27-Dec-2014,,16:31,"[No touch-in] to Vauxhall [London Underground]",5.10,,-3.10,"We are not able to show where you touched in during this journey"
22-Dec-2014,12:53,13:33,"Richmond to Kings Cross [London Underground / National Rail]",.00,,2.00,""
