
Date,Start Time,End Time,Journey/Action,Charge,Credit,Balance,Note
01-Apr-2016,22:36,23:18,"Angel to Richmond",4.30,,13.10,""
01-Apr-2016,18:25,19:12,"Richmond to Angel",4.30,,17.40,""
01-Apr-2016,18:25,,"Topped up,  ",,20.00,21.70,""
